Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Fix Version/s,Component/s,Due Date,Votes,Labels,Description,Environment,Watchers,Log Work,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Attachment,Attachment,Custom field ((backup) Browser/s),Custom field ((backup) Exists in the current implementation?),Custom field ((backup) External issue ID - old),Custom field ((backup) Integrator),Custom field ((backup) Issue Occurred On),Custom field ((backup) Issue Status Comment),Custom field ((backup) Platform),Custom field ((backup) Root of the problem),Custom field ((backup) Test Type),Custom field ((backup) Test case priority),Custom field ((backup) Type of Issue),Custom field ((backup) Work Type),"Custom field ((backup, del) Test tasks)","Custom field ((tmp, del) Build/s)","Custom field ((tmp, del?) TestCase Link)",Custom field (Account),Custom field (Actual Result),Custom field (Affected Test Cases),Custom field (Affects Build/s),Custom field (Asana link),Custom field (BT Jira ID),Custom field (BT Project),Custom field (Basecamp Link),Custom field (Billable Category),Custom field (Browser),Custom field (Browser / Environment),Custom field (Browser Version),Custom field (Build/s),Custom field (Business Unit),Custom field (CQ ID),Custom field (CS Project Coordinator),Custom field (Case Study necessity postpone date),Custom field (Client Device),Custom field (Client Device Version),Custom field (Cloud Version),Custom field (Core issue),Custom field (Created By),Custom field (Development),Custom field (End Date),Custom field (Epic Link),Custom field (Epic/Theme),Custom field (Error Type),Custom field (Expected Result),Custom field (Flagged),Custom field (Found by),Custom field (Functionality Changes?),Custom field (Handled By (SGW Tester)),Custom field (Hardware Version),Custom field (Impact),Custom field (Impacted Areas),Custom field (Importance),Custom field (Iteration),Custom field (Level),Custom field (New Original Estimate),Custom field (Next Step),Custom field (Number of candidates),Custom field (Occurrence),Custom field (Original story points),Custom field (Parent Link),Custom field (Partner Contact),Custom field (Payment Status),Custom field (Planned Efforts (FTE)),Custom field (Priority Level),Custom field (Proxy Required),Custom field (RFX Coordinator),Custom field (Rank),Custom field (Rank (Obsolete)),Custom field (Regional Coordinator),Custom field (Related Cases),Custom field (Reported Version),Custom field (Request Info From),Custom field (Revised),Custom field (Router),Custom field (SF Case No),Custom field (SGW Jira ID),Custom field (Severity/Importance),Custom field (Share with),Custom field (Solution),Sprint,Custom field (Start Date),Custom field (Supervisor),Custom field (TVS ID),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Team),Custom field (Team Role),Custom field (Test Type),Custom field (TestLink case),Custom field (Time Category),Custom field (To Attention Of),Custom field (Type of engagement),Custom field (URL),Custom field (Users),Custom field (Version To Fix),Custom field (WSJF),Custom field (Wiki Link),Custom field (Wires Link),Custom field (ZendeskID),Custom field (Обеспечение оборудованием),Comment
Connect: “SESSIONS” becomes obscured when “CONTACT” is clicked,QATC-978393,3963690,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,m.mahmud,m.mahmud,01/Mar/26 9:44 PM,01/Mar/26 9:44 PM,04/Mar/26 1:31 PM,,1.0,,GregOlsen.PhotoStudio,,0,,"*Preconditions:*

Users must log in to the application using their login credentials.

*Steps:*
 # Open the application URL: https://photostudio.demohoster.com/
 # Fill up the ""Username"" and ""Password"" field
 # Click the ""Sign in"" button
 # Hover the cursor over ""CONNECT""
 # Select ""CONTACT""
 # Observe the header tabs

 

*Actual Result:* “SESSIONS” becomes obscured when “CONTACT” is clicked. Please see [^Bug_24.mp4]

*Expected Result:* Header should be fixed on the top of each page, users should always be able to change location according to the requirements. Please see [^24.png]","*OS:* Windows 11 Enterprise, 64-bit

*Browser:* Google Chrome Version 145.0.7632.45 (Official Build) (64-bit)",,,,,,,,,,Leads and Reporter only,"01/Mar/26 9:43 PM;m.mahmud;24.png;https://jira.a1qa.com/secure/attachment/2757527/24.png","01/Mar/26 9:40 PM;m.mahmud;Bug_24.mp4;https://jira.a1qa.com/secure/attachment/2757528/Bug_24.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,"0|ifprgg:",9223372036854775807,,,,,,,,,2-Major,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Philanthropy: Client testimonials remain unrendered in the last paragraph,QATC-978386,3963683,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,m.mahmud,m.mahmud,01/Mar/26 9:03 PM,01/Mar/26 9:03 PM,04/Mar/26 1:42 PM,,1.0,,GregOlsen.PhotoStudio,,0,,"*Preconditions:*

Users must log in to the application using their login credentials.

*Steps:*
 # Open the application URL: https://photostudio.demohoster.com/
 # Fill up the ""Username"" and ""Password"" field
 # Click the ""Sign in"" button
 # Hover the cursor over ""CONNECT""
 # Select ""PHILANTHROPY""
 # Scroll down to the bottom

 

*Actual Result:* Client testimonials remain unrendered in the last paragraph. Please see [^Bug_23.png]

*Expected Result:* Client testimonials should be included in the last paragraph according to the requirements. Please see [^23.png]","*OS:* Windows 11 Enterprise, 64-bit

*Browser:* Google Chrome Version 145.0.7632.45 (Official Build) (64-bit)",,,,,,,,,,Leads and Reporter only,"01/Mar/26 9:02 PM;m.mahmud;23.png;https://jira.a1qa.com/secure/attachment/2757519/23.png","01/Mar/26 8:59 PM;m.mahmud;Bug_23.png;https://jira.a1qa.com/secure/attachment/2757520/Bug_23.png",,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,"0|ifprew:",9223372036854775807,,,,,,,,,3-Average,,,,,,,,,,,,,,,,,,,,0.0,,,,,
"Philanthropy: Fifth Line Second Para: ""famely"" is displayed instead of ""family""",QATC-978380,3963676,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,m.mahmud,m.mahmud,01/Mar/26 8:37 PM,01/Mar/26 8:37 PM,04/Mar/26 1:42 PM,,1.0,,GregOlsen.PhotoStudio,,0,,"*Preconditions:*

Users must log in to the application using their login credentials.

*Steps:*
 # Open the application URL: [https://photostudio.demohoster.com/]
 # Fill up the ""Username"" and ""Password"" field
 # Click the ""Sign in"" button
 # Hover the cursor over ""CONNECT""
 # Select ""PHILANTHROPY""
 # Read the fifth line of Second Para

 

*Actual Result:* ""famely"" is displayed instead of ""family"". Please see [^Bug_22.png]

*Expected Result:* ""family"" should be displayed according to the requirements. Please see [^22.png]","*OS:* Windows 11 Enterprise, 64-bit

*Browser:* Google Chrome Version 145.0.7632.45 (Official Build) (64-bit)",,,,,,,,,,Leads and Reporter only,"01/Mar/26 8:37 PM;m.mahmud;22.png;https://jira.a1qa.com/secure/attachment/2757512/22.png","01/Mar/26 8:34 PM;m.mahmud;Bug_22.png;https://jira.a1qa.com/secure/attachment/2757513/Bug_22.png",,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,GUI,,,,,,,,,,,,,,,,,,,,,,,,"0|ifprdc:",9223372036854775807,,,,,,,,,4-Minor,,,,,,,,,,,,,,,,,,,,0.0,,,,,
"Philanthropy: Second Para First Line: ""intirest"" is displayed instead of ""interest""",QATC-978378,3963674,Bug,Resolved,QATC,Training Center,software,a.golubovich,,,Major,Duplicate,,m.mahmud,m.mahmud,01/Mar/26 8:24 PM,04/Mar/26 3:59 AM,04/Mar/26 1:42 PM,04/Mar/26 3:59 AM,1.0,,GregOlsen.PhotoStudio,,0,,"*Preconditions:*

Users must log in to the application using their login credentials.

*Steps:*
 # Open the application URL: https://photostudio.demohoster.com/
 # Fill up the ""Username"" and ""Password"" field
 # Click the ""Sign in"" button
 # Hover the cursor over ""CONNECT""
 # Select ""PHILANTHROPY""
 # Read the first line of second para

 

*Actual Result:* ""intirest"" is displayed instead of ""interest"". Please see [^Bug_21.png]

*Expected Result:* ""interest"" should be displayed according to the requirements. Please see [^21.png]","*OS:* Windows 11 Enterprise, 64-bit

*Browser:* Google Chrome Version 145.0.7632.45 (Official Build) (64-bit)",,,,,,,,,,Leads and Reporter only,"01/Mar/26 8:23 PM;m.mahmud;21.png;https://jira.a1qa.com/secure/attachment/2757509/21.png","01/Mar/26 8:22 PM;m.mahmud;Bug_21.png;https://jira.a1qa.com/secure/attachment/2757510/Bug_21.png",,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,GUI,,,,,,,,,,,,,,,,,,,,,,,,"0|ifprcw:",9223372036854775807,,,,,,,,,4-Minor,,,,,,,,,,,,,,,,,,,,0.0,,,,,
"Philanthropy: Second Para: ""../images"" is displayed instead of ""images""",QATC-978373,3963669,Bug,Resolved,QATC,Training Center,software,a.golubovich,,,Major,Duplicate,,m.mahmud,m.mahmud,01/Mar/26 7:56 PM,04/Mar/26 4:00 AM,04/Mar/26 1:42 PM,04/Mar/26 4:00 AM,1.0,,GregOlsen.PhotoStudio,,0,,"*Preconditions:*

Users must log in to the application using their login credentials.

*Steps:*
 # Open the application URL: https://photostudio.demohoster.com/
 # Fill up the ""Username"" and ""Password"" field
 # Click the ""Sign in"" button
 # Hover the cursor over ""CONNECT""
 # Select ""PHILANTHROPY""
 # Read the second para

*Actual Result:* ""../images"" is displayed instead of ""images"". Please see [^Bug_20.png]

*Expected Result:* ""images"" should be displayed according to the requirements. Please see [^20.png]","*OS:* Windows 11 Enterprise, 64-bit

*Browser:* Google Chrome Version 145.0.7632.45 (Official Build) (64-bit)",,,,,,,,,,Leads and Reporter only,"01/Mar/26 7:56 PM;m.mahmud;20.png;https://jira.a1qa.com/secure/attachment/2757498/20.png","01/Mar/26 7:52 PM;m.mahmud;Bug_20.png;https://jira.a1qa.com/secure/attachment/2757499/Bug_20.png",,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,GUI,,,,,,,,,,,,,,,,,,,,,,,,"0|ifprbs:",9223372036854775807,,,,,,,,,3-Average,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Clients Page: Preview photos display with horizontal gutters between them,QATC-978370,3963666,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,m.mahmud,m.mahmud,01/Mar/26 7:11 PM,01/Mar/26 7:11 PM,04/Mar/26 1:42 PM,,1.0,,GregOlsen.PhotoStudio,,0,,"*Preconditions:*

Users must log in to the application using their login credentials.

*Steps:*
 # Open the application URL: [https://photostudio.demohoster.com/]
 # Fill up the ""Username"" and ""Password"" field
 # Click the ""Sign in"" button
 # Hover the cursor over ""CONNECT""
 # Select ""CLIENTS""

 

*Actual Result:* Preview photos display with horizontal gutters between them. Please see [^Bug_19.png]

*Expected Result:* Preview photos should not have horizontal gutters between them according to the requirements. Please see [^19.png]","*OS:* Windows 11 Enterprise, 64-bit

*Browser:* Google Chrome Version 145.0.7632.45 (Official Build) (64-bit)",,,,,,,,,,Leads and Reporter only,"01/Mar/26 7:10 PM;m.mahmud;19.png;https://jira.a1qa.com/secure/attachment/2757492/19.png","01/Mar/26 7:07 PM;m.mahmud;Bug_19.png;https://jira.a1qa.com/secure/attachment/2757493/Bug_19.png",,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,GUI,,,,,,,,,,,,,,,,,,,,,,,,"0|ifprb4:",9223372036854775807,,,,,,,,,4-Minor,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Clients: Lauren Lucia: Page refresh occurs when the preview photo is clicked,QATC-978368,3963664,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,m.mahmud,m.mahmud,01/Mar/26 6:49 PM,01/Mar/26 6:49 PM,04/Mar/26 1:42 PM,,1.0,,GregOlsen.PhotoStudio,,0,,"*Preconditions:*

Users must log in to the application using their login credentials.

*Steps:*
 # Open the application URL: [https://photostudio.demohoster.com/]
 # Fill up the ""Username"" and ""Password"" field
 # Click the ""Sign in"" button
 # Hover the cursor over ""CONNECT""
 # Select ""CLIENTS""
 # Scroll down and click ""Lauren Lucia""

 

*Actual Result:* Page refresh occurs when the preview photo is clicked. Please see [^Bug_18.mp4]

*Expected Result:* ""Lauren Lucia"" picture should have link according to the requirements. Please see [^18.png]","*OS:* Windows 11 Enterprise, 64-bit

*Browser:* Google Chrome Version 145.0.7632.45 (Official Build) (64-bit)",,,,,,,,,,Leads and Reporter only,"01/Mar/26 6:48 PM;m.mahmud;18.png;https://jira.a1qa.com/secure/attachment/2757488/18.png","01/Mar/26 6:46 PM;m.mahmud;Bug_18.mp4;https://jira.a1qa.com/secure/attachment/2757489/Bug_18.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,"0|ifprao:",9223372036854775807,,,,,,,,,3-Average,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Clients List: “MAM” is unlisted on the Clients page,QATC-978361,3963657,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,m.mahmud,m.mahmud,01/Mar/26 5:58 PM,01/Mar/26 5:58 PM,04/Mar/26 1:30 PM,,1.0,,GregOlsen.PhotoStudio,,0,,"*Preconditions:*

Users must log in to the application using their login credentials.

*Steps:*
 # Open the application URL: [https://photostudio.demohoster.com/]
 # Fill up the ""Username"" and ""Password"" field
 # Click the ""Sign in"" button
 # Hover the cursor over ""CONNECT""
 # Select ""CLIENTS""
 # Observe the whole Clients list

 

*Actual Result:* “MAM” is unlisted on the Clients page. Please see [^Bug_17.mp4]

*Expected Result:* “MAM” should be listed on the Clients page according to the requirements. Please see [^17.png]","*OS:* Windows 11 Enterprise, 64-bit

*Browser:* Google Chrome Version 145.0.7632.45 (Official Build) (64-bit)",,,,,,,,,,Leads and Reporter only,"01/Mar/26 5:58 PM;m.mahmud;17.png;https://jira.a1qa.com/secure/attachment/2757476/17.png","01/Mar/26 5:57 PM;m.mahmud;Bug_17.mp4;https://jira.a1qa.com/secure/attachment/2757477/Bug_17.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,"0|ifpr94:",9223372036854775807,,,,,,,,,2-Major,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Clients List: “Laser Performance” is unlisted on the Clients page,QATC-978358,3963654,Bug,Resolved,QATC,Training Center,software,a.golubovich,,,Major,Duplicate,,m.mahmud,m.mahmud,01/Mar/26 5:50 PM,04/Mar/26 5:08 AM,04/Mar/26 1:31 PM,04/Mar/26 5:08 AM,1.0,,GregOlsen.PhotoStudio,,0,,"*Preconditions:*

Users must log in to the application using their login credentials.

*Steps:*
 # Open the application URL: [https://photostudio.demohoster.com/]
 # Fill up the ""Username"" and ""Password"" field
 # Click the ""Sign in"" button
 # Hover the cursor over ""CONNECT""
 # Select ""CLIENTS""
 # Observe the whole clients list

 

*Actual Result:* “Laser Performance” is unlisted on the Clients page. Please see [^Bug_16.mp4]

*Expected Result:* “Laser Performance” should be listed on the Clients page according to the requirements. Please see [^16.png]","*OS:* Windows 11 Enterprise, 64-bit

*Browser:* Google Chrome Version 145.0.7632.45 (Official Build) (64-bit)",,,,,,,,,,Leads and Reporter only,"01/Mar/26 5:46 PM;m.mahmud;16.png;https://jira.a1qa.com/secure/attachment/2757471/16.png","01/Mar/26 5:43 PM;m.mahmud;Bug_16.mp4;https://jira.a1qa.com/secure/attachment/2757472/Bug_16.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,"0|ifpr8g:",9223372036854775807,,,,,,,,,2-Major,,,,,,,,,,,,,,,,,,,,0.0,,,,,
"Clients: Caleb Colpitts: “Kate Cleaves” link is displayed instead of “Caleb Colpitts""",QATC-978354,3963650,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,m.mahmud,m.mahmud,01/Mar/26 5:32 PM,01/Mar/26 5:32 PM,04/Mar/26 12:47 PM,,1.0,,GregOlsen.PhotoStudio,,0,,"*Preconditions:*

Users must log in to the application using their login credentials.

*Steps:*
 # Open the application URL: [https://photostudio.demohoster.com/]
 # Fill up the ""Username"" and ""Password"" field
 # Click the ""Sign in"" button
 # Hover the cursor over ""CONNECT""
 # Select ""CLIENTS""
 # Click ""Caleb Colpitts"" in third row

 

*Actual Result:* “Kate Cleaves” link is displayed instead of “Caleb Colpitts"". Please see [^Bug_15.png]

*Expected Result:* “Caleb Colpitts"" has its own link according to the requirements. Please see [^15.png]","*OS:* Windows 11 Enterprise, 64-bit

*Browser:* Google Chrome Version 145.0.7632.45 (Official Build) (64-bit)",,,,,,,,,,Leads and Reporter only,"01/Mar/26 5:30 PM;m.mahmud;15.png;https://jira.a1qa.com/secure/attachment/2757463/15.png","01/Mar/26 5:28 PM;m.mahmud;Bug_15.png;https://jira.a1qa.com/secure/attachment/2757464/Bug_15.png",,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,"0|ifpr7k:",9223372036854775807,,,,,,,,,2-Major,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Clients Seventh Row: “Alex Ching” link redirects user to new page when selected,QATC-978350,3963643,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,m.mahmud,m.mahmud,01/Mar/26 5:06 PM,01/Mar/26 5:06 PM,04/Mar/26 1:42 PM,,1.0,,GregOlsen.PhotoStudio,,0,,"*Preconditions:*

Users must log in to the application using their login credentials.

*Steps:*
 # Open the application URL: [https://photostudio.demohoster.com/]
 # Fill up the ""Username"" and ""Password"" field
 # Click the ""Sign in"" button
 # Hover the cursor over ""CONNECT""
 # Select ""CLIENTS""
 # Scroll down to seventh row
 # Click ""Alex Ching"" 

 

*Actual Result:* “Alex Ching” link redirects user to new page when selected. Please see [^Bug_14.mp4]

*Expected Result:* No link provided for ""Alex Ching"" according to the requirements. Please see [^14.png]","*OS:* Windows 11 Enterprise, 64-bit

*Browser:* Google Chrome Version 145.0.7632.45 (Official Build) (64-bit)",,,,,,,,,,Leads and Reporter only,"01/Mar/26 5:06 PM;m.mahmud;14.png;https://jira.a1qa.com/secure/attachment/2757457/14.png","01/Mar/26 5:04 PM;m.mahmud;Bug_14.mp4;https://jira.a1qa.com/secure/attachment/2757458/Bug_14.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,"0|ifpr68:",9223372036854775807,,,,,,,,,3-Average,,,,,,,,,,,,,,,,,,,,0.0,,,,,
"Clients: ""CLIENTS"" is displayed instead of ""CLIENTS GALLERY""",QATC-978295,3963461,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,m.mahmud,m.mahmud,01/Mar/26 9:13 AM,01/Mar/26 9:13 AM,04/Mar/26 1:42 PM,,1.0,,GregOlsen.PhotoStudio,,0,,"*Preconditions:*

Users must log in to the application using their login credentials.

*Steps:*
 # Open the application URL: [https://photostudio.demohoster.com/]
 # Fill up the ""Username"" and ""Password"" field
 # Click the ""Sign in"" button
 # Hover the cursor over ""CONNECT""
 # Select ""CLIENTS""
 # Observe the page title

 

*Actual Result:* ""CLIENTS"" is displayed instead of ""CLIENTS GALLERY"". Please see [^Bug_13.png]

*Expected Result:* Page title is Clients Gallery according to the requirements. Please see [^13.png]","*OS:* Windows 11 Enterprise, 64-bit

*Browser:* Google Chrome Version 145.0.7632.45 (Official Build) (64-bit)",,,,,,,,,,Leads and Reporter only,"01/Mar/26 9:12 AM;m.mahmud;13.png;https://jira.a1qa.com/secure/attachment/2757386/13.png","01/Mar/26 9:09 AM;m.mahmud;Bug_13.png;https://jira.a1qa.com/secure/attachment/2757387/Bug_13.png",,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,GUI,,,,,,,,,,,,,,,,,,,,,,,,"0|ifpq1s:",9223372036854775807,,,,,,,,,4-Minor,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Bio & Press: Page loads with a void interface when clicked,QATC-978294,3963460,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,m.mahmud,m.mahmud,01/Mar/26 9:04 AM,01/Mar/26 9:04 AM,04/Mar/26 1:31 PM,,1.0,,GregOlsen.PhotoStudio,,0,,"*Preconditions:*

Users must log in to the application using their login credentials.

*Steps:*
 # Open the application URL: [https://photostudio.demohoster.com/]
 # Fill up the ""Username"" and ""Password"" field
 # Click the ""Sign in"" button
 # Hover the cursor over ""CONNECT""
 # Select ""BIO & PRESS""

 

*Actual Result:* Page loads with a void interface when clicked. Please see [^Bug_12.mp4]

*Expected Result:* Bio & Press should display about Greg’s life and his articles in press according to the requirements. Please see [^12.png]","*OS:* Windows 11 Enterprise, 64-bit

*Browser:* Google Chrome Version 145.0.7632.45 (Official Build) (64-bit)",,,,,,,,,,Leads and Reporter only,"01/Mar/26 9:03 AM;m.mahmud;12.png;https://jira.a1qa.com/secure/attachment/2757384/12.png","01/Mar/26 8:58 AM;m.mahmud;Bug_12.mp4;https://jira.a1qa.com/secure/attachment/2757385/Bug_12.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,"0|ifpq1k:",9223372036854775807,,,,,,,,,2-Major,,,,,,,,,,,,,,,,,,,,0.0,,,,,
"Work: No content appears upon selecting ""MOTION""",QATC-978293,3963459,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,m.mahmud,m.mahmud,01/Mar/26 8:48 AM,01/Mar/26 8:48 AM,04/Mar/26 1:56 PM,,1.0,,GregOlsen.PhotoStudio,,0,,"*Preconditions:*

Users must log in to the application using their login credentials.

*Steps:*
 # Open the application URL: [https://photostudio.demohoster.com/]
 # Fill up the ""Username"" and ""Password"" field
 # Click the ""Sign in"" button
 # Hover the cursor over ""WORK""
 # Select ""MOTION""

 

*Actual Result:* No content appears upon selecting ""MOTION"". Please see [^Bug_11.mp4]

*Expected Result:* Motion page should contain photo gallery with motion photos according to the requirements. Please see [^11.png]","*OS:* Windows 11 Enterprise, 64-bit

*Browser:* Google Chrome Version 145.0.7632.45 (Official Build) (64-bit)",,,,,,,,,,Leads and Reporter only,"01/Mar/26 8:47 AM;m.mahmud;11.png;https://jira.a1qa.com/secure/attachment/2757382/11.png","01/Mar/26 8:44 AM;m.mahmud;Bug_11.mp4;https://jira.a1qa.com/secure/attachment/2757383/Bug_11.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,"0|ifpq1c:",9223372036854775807,,,,,,,,,1-Critical,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Lifestyle Gallery: Third photo in the second row is unrendered ,QATC-978290,3963456,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,m.mahmud,m.mahmud,01/Mar/26 4:29 AM,01/Mar/26 4:29 AM,04/Mar/26 1:41 PM,,1.0,,GregOlsen.PhotoStudio,,0,,"*Preconditions:*

Users must log in to the application using their login credentials.

*Steps:*
 # Open the application URL: [https://photostudio.demohoster.com/]
 # Fill up the ""Username"" and ""Password"" field
 # Click the ""Sign in"" button
 # Hover the cursor over ""WORK""
 # Select ""LIFESTYLE""
 # Select page 5 from pagination
 # Observe the second the row third column

 

*Actual Result:* Third photo in the second row is unrendered . Please see [^Bug_10.png]

*Expected Result:* Third photo in the second row should be rendered according to the requirements. Please see [^10.png]","*OS:* Windows 11 Enterprise, 64-bit

*Browser:* Google Chrome Version 145.0.7632.45 (Official Build) (64-bit)",,,,,,,,,,Leads and Reporter only,"01/Mar/26 4:29 AM;m.mahmud;10.png;https://jira.a1qa.com/secure/attachment/2757378/10.png","01/Mar/26 4:26 AM;m.mahmud;Bug_10.png;https://jira.a1qa.com/secure/attachment/2757379/Bug_10.png",,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,"0|ifpq0o:",9223372036854775807,,,,,,,,,2-Major,,,,,,,,,,,,,,,,,,,,0.0,,,,,
"Pagination Portrait Gallery: ""NEXT"" button redirects to the previous page instead of the next page when on Page 3",QATC-978286,3963452,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,m.mahmud,m.mahmud,01/Mar/26 4:03 AM,01/Mar/26 4:03 AM,04/Mar/26 1:31 PM,,1.0,,GregOlsen.PhotoStudio,,0,,"*Preconditions:*

Users must log in to the application using their login credentials.

*Steps:*
 # Open the application URL: [https://photostudio.demohoster.com/]
 # Fill up the ""Username"" and ""Password"" field
 # Click the ""Sign in"" button
 # Hover the cursor over ""WORK""
 # Select ""PORTRAIT""
 # Select page 3 from pagination
 # Click ""NEXT"" button

 

*Actual Result:* ""NEXT"" button redirects to the previous page instead of the next page when on Page 3. Please see [^Bug_9.mp4]

*Expected Result:* ""NEXT"" button on Page 3 should navigate to Page 4.","*OS:* Windows 11 Enterprise, 64-bit

*Browser:* Google Chrome Version 145.0.7632.45 (Official Build) (64-bit)",,,,,,,,,,Leads and Reporter only,"01/Mar/26 3:55 AM;m.mahmud;Bug_9.mp4;https://jira.a1qa.com/secure/attachment/2757374/Bug_9.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,"0|ifppzs:",9223372036854775807,,,,,,,,,2-Major,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Lifestyle Gallery Page 3: Exclusively the clicked photo displays instead of all photos on the current page,QATC-978282,3963448,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,m.mahmud,m.mahmud,01/Mar/26 3:41 AM,01/Mar/26 3:41 AM,04/Mar/26 1:41 PM,,1.0,,GregOlsen.PhotoStudio,,0,,"*Preconditions:*

Users must log in to the application using their login credentials.

*Steps:*
 # Open the application URL: [https://photostudio.demohoster.com/]
 # Fill up the ""Username"" and ""Password"" field
 # Click the ""Sign in"" button
 # Hover the cursor over ""WORK""
 # Select ""LIFESTYLE""
 # Click any preview photos

 

*Actual Result:* Exclusively the clicked photo displays instead of all photos on the current page. Please see [^Bug_8.mp4]

*Expected Result:* Multiple photos should opened if clicked on each photo according to the requirements. Please see [^8.png]","*OS:* Windows 11 Enterprise, 64-bit

*Browser:* Google Chrome Version 145.0.7632.45 (Official Build) (64-bit)",,,,,,,,,,Leads and Reporter only,"01/Mar/26 3:40 AM;m.mahmud;8.png;https://jira.a1qa.com/secure/attachment/2757369/8.png","01/Mar/26 3:37 AM;m.mahmud;Bug_8.mp4;https://jira.a1qa.com/secure/attachment/2757370/Bug_8.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,"0|ifppyw:",9223372036854775807,,,,,,,,,2-Major,,,,,,,,,,,,,,,,,,,,0.0,,,,,
